asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendPaidCFO,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2021-12-31,12M,EUR,8917000.0,9142000.0,,474000.0,-316000.0,277000.0,17646750.0,0.233244,3863000.0,-30000.0,,2381000.0,6736000.0,6736000.0,-67000.0,6736000.0,,-24000.0,2873000.0,-867000.0,-812000.0,-580000.0,-25000.0,-2308000.0,2874000.0,2381000.0,-67000.0,10956000.0,0.0,0.0,33155000.0,31963000.0,6897000.0,6897000.0,,19242000.0,1612000.0,471000.0,471000.0,470000.0,193000.0,17646750.0,0.233244,4116000.0,0.0,,7165000.0,7636000.0,6736000.0,,-327000.0,604000.0,,3201000.0,0.0,427000.0,498000.0,9458000.0,1191000.0,13700000.0,,,,,-16000.0,-310000.0,14138000.0,18079000.0,-30000.0,6000.0,,0.0,0.0,,226000.0,226000.0,0.0,-293000.0,,276000.0,286000.0,,1372000.0,-281000.0,0.0,387000.0,4116000.0,4116000.0,4398000.0,4116000.0,4116000.0,4397000.0,4397000.0,-2000.0,-142000.0,0.0,-260000.0,-293000.0,-142000.0,1191000.0,-28000.0,33000.0,10458000.0,,1585000.0,,8650000.0,4858025.291181,3231000.0,6535000.0,7165000.0,46855000.0,17321175.0,-1000.0,2000.0,5000.0,-1000.0,71000.0,633000.0,,1000.0,,290000.0,1527000.0,392000.0,252000.0,68000.0,0.0,11292000.0,357000.0,6010000.0,513000.0,419000.0,-2000.0,0.0,-28000.0,8889000.0,33155000.0,471000.0,682000.0,682000.0,-293000.0,0.0,,8398000.0,0.0,0.0,0.0,17000.0,17000.0,17321175.0,-1014000.0,10956000.0,10458000.0,-271974.708819,1612000.0,0.26822,1336000.0,-1862000.0,33658000.0,11182000.0,7123000.0,12328000.0,39690000.0,21330000.0,1695000.0,2088000.0,46855000.0,848000.0,-1014000.0,-1014000.0,,516000.0,4955000.0,12721000.0,946000.0
2022-12-31,12M,EUR,9088785.0,9297732.0,-2559763.0,473540.0,-224157.0,246354.0,17646750.0,0.166112,6735771.0,-429210.0,,2380987.0,3005658.0,3005658.0,-134400.0,2998822.0,6836.0,-10847.0,-3730113.0,-2251980.0,-6084631.0,179872.0,-228350.0,-8395936.0,-3730113.0,2380987.0,-134400.0,13896222.0,0.0,0.0,30066169.0,31127436.0,1362963.0,1362963.0,190814.0,14190967.0,1666726.0,487554.0,487554.0,487554.0,241200.0,17646750.0,0.166112,2931335.0,-386239.0,0.0,4932612.0,5420166.0,3005658.0,,1561640.0,579049.0,0.0,-5301547.0,-5159.0,213422.0,350417.0,9521889.0,3824831.0,11923150.0,34667.0,34667.0,7411.0,7411.0,-34667.0,-415640.0,16299911.0,16544978.0,-419416.0,6000.0,4221.0,0.0,2400000.0,,1285793.0,1285793.0,2400000.0,-697077.0,4221.0,80488.0,679810.0,,1537592.0,-299884.0,0.0,,2931335.0,2931335.0,3231219.0,2931335.0,2931335.0,3231219.0,3231219.0,-99036.0,-27256.0,0.0,1696040.0,1702923.0,-27256.0,1265068.0,-320380.0,-6883.0,13545805.0,18.0,1807522.0,1459.0,5900238.0,3248042.878053,-4872337.0,6470080.0,5453070.0,41989319.0,17321175.0,-1000.0,219570.0,3020000.0,-1000.0,136995.0,34667.0,1.0,2000.0,,417194.0,1599722.0,2609265.0,243877.0,2006.0,0.0,11252007.0,144167.0,4897945.0,535756.0,605985.0,-99036.0,0.0,-330174.0,10550646.0,30066169.0,487554.0,689151.0,689151.0,-697077.0,0.0,383446.0,11244886.0,0.0,0.0,9794.0,11000.0,11000.0,17321175.0,-480072.0,13896222.0,13545805.0,-163364.121947,1666726.0,0.340291,1945277.0,-2076487.0,32798602.0,15182015.0,2648756.0,15433814.0,36536249.0,17364788.0,1671166.0,3173821.0,41989319.0,563500.0,-480072.0,-480072.0,,516338.0,5585856.0,16936469.0,94620.0
2023-12-31,12M,EUR,7009493.0,8518265.0,-2573335.0,4280365.0,-300560.0,429588.0,17313675.0,0.128089,3005658.0,-1596419.0,389.0,4000000.0,4549980.0,4549980.0,-84000.0,4544147.0,5833.0,-9351.0,1544322.0,650109.0,-3278024.0,-2079292.0,642446.0,-4074112.0,1544322.0,4000000.0,-84000.0,21539758.0,5425837.0,0.0,27644368.0,33758343.0,1581347.0,1581347.0,249371.0,11410972.0,1118112.0,629552.0,629552.0,629552.0,199964.0,17313675.0,0.128089,2217695.0,-429009.0,0.0,3692267.0,4321819.0,4549980.0,30122499.0,4290858.0,1025994.0,0.0,-2910313.0,48755.0,0.0,1258039.0,8818825.0,3687904.0,10625864.0,120761.0,120761.0,128125.0,128125.0,-21752.0,-569052.0,15496390.0,23121105.0,-1432642.0,,4231.0,5425837.0,0.0,389.0,0.0,389.0,0.0,-1356386.0,4231.0,148419.0,715124.0,30385499.0,1689291.0,-235699.0,5425837.0,,2217695.0,2217695.0,2453394.0,2217695.0,2217695.0,2453394.0,2453394.0,-1337210.0,7364.0,80.0,-1050979.0,-1356386.0,7364.0,1114569.0,-95512.0,305407.0,20281719.0,0.0,1397722.0,1370.0,4752253.0,2513375.363689,-1313894.0,6655666.0,3970198.0,38270232.0,17313675.0,,2120064.0,,,1258039.0,-10071.0,-1.0,,15679.0,300093.0,1505988.0,2433047.0,2151166.0,42525.0,0.0,8935416.0,197989.0,3571506.0,539733.0,316955.0,-1337210.0,-137.0,-259209.0,9966755.0,27644368.0,629552.0,708205.0,708205.0,-1356386.0,0.0,269269.0,12886334.0,0.0,217.0,163697.0,,,17646750.0,-430434.0,21539758.0,20281719.0,-134753.636311,1118112.0,0.313065,2595182.0,-1345718.0,36186551.0,21539758.0,1581736.0,23229049.0,34300034.0,12957502.0,2428208.0,1546530.0,38270232.0,419935.0,-430434.0,-430434.0,333075.0,103138.0,5072693.0,22347371.0,118640.0
