symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
COM.MI,2019-12-31,12M,EUR,,,,,,26215000.0,,,,,,,,3344000.0,,,,,,,,,,0.0,,,,,,22871000.0,,,,,,,1880000.0,,,,,,,,,11676000.0,,,,,1000.0,3332000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
COM.MI,2020-12-31,12M,EUR,84209000.0,85776000.0,27944000.0,-3112000.0,21371000.0,23462000.0,13109000.0,38177000.0,38177000.0,13109000.0,143375000.0,2252000.0,217677000.0,3691000.0,12358000.0,12358000.0,129562000.0,8709000.0,18348000.0,0.0,3604000.0,88888000.0,76480000.0,1214000.0,83254000.0,155443000.0,0.0,0.0,9251000.0,19771000.0,-290000.0,-290000.0,0.0,3332000.0,28594000.0,0.0,,76480000.0,139771000.0,8414000.0,1270000.0,9228000.0,164000.0,20409280.0,1000.0,16349000.0,5988000.0,3604000.0,,,2000.0,213000.0,16349000.0,15012000.0,1249000.0,104549000.0,,103000.0,0.0,22863000.0,78213000.0,20409280.0,143375000.0,139771000.0,7903000.0,306461000.0,143085000.0,12068000.0,143375000.0,163086000.0,88784000.0,33524000.0,3991000.0,213000.0,,,42043000.0,88115000.0
COM.MI,2021-12-31,12M,EUR,218611000.0,196155000.0,187881000.0,-5597000.0,49959000.0,56331000.0,18487000.0,85744000.0,85744000.0,18487000.0,345612000.0,2636000.0,534464000.0,8739000.0,29203000.0,29203000.0,344624000.0,18387000.0,59971000.0,155689000.0,372068000.0,201752000.0,204737000.0,601000.0,225628000.0,552558000.0,0.0,1279000.0,43241000.0,47592000.0,177743000.0,177743000.0,1279000.0,9845000.0,87118000.0,0.0,121202000.0,204737000.0,-26456000.0,42132000.0,62524000.0,157800000.0,177000.0,28678090.0,,,8181000.0,216379000.0,1000.0,1279000.0,,1000.0,40375000.0,21783000.0,6618000.0,280802000.0,7379000.0,2454000.0,93200000.0,74505000.0,107173000.0,28678090.0,345612000.0,-26456000.0,17264000.0,1155509000.0,523355000.0,206946000.0,345612000.0,809897000.0,621045000.0,465273000.0,21816000.0,9768000.0,,,91151000.0,189840000.0
COM.MI,2022-12-31,12M,EUR,198630000.0,207995000.0,187881000.0,-6042000.0,51227000.0,57792000.0,18487000.0,151328000.0,151328000.0,18487000.0,443884000.0,5330000.0,641772000.0,9744000.0,51580000.0,51580000.0,351535000.0,27624000.0,65730000.0,155673000.0,357270000.0,214037000.0,211516000.0,0.0,244906000.0,686133000.0,,1523000.0,41492000.0,48048000.0,190669000.0,190669000.0,1523000.0,14563000.0,89184000.0,0.0,90921000.0,211516000.0,86614000.0,35695000.0,62371000.0,118416000.0,377000.0,28678090.0,,,1000.0,201597000.0,,1523000.0,,,34758000.0,24283000.0,8302000.0,256561000.0,5792000.0,-86000.0,0.0,82175000.0,183021000.0,28678090.0,443884000.0,86614000.0,29327000.0,1249183000.0,634553000.0,242249000.0,443884000.0,805299000.0,607411000.0,453764000.0,23173000.0,19697000.0,,0.0,97001000.0,290237000.0
COM.MI,2023-12-31,12M,EUR,198842000.0,205871000.0,187881000.0,-7304000.0,52489000.0,,18487000.0,68333000.0,68333000.0,18487000.0,507594000.0,16103000.0,529606000.0,,34028000.0,34028000.0,354547000.0,39098000.0,57390000.0,169968000.0,385366000.0,213175000.0,234278000.0,,226596000.0,606179000.0,,1760000.0,42240000.0,,64557000.0,64557000.0,1760000.0,16975000.0,90318000.0,0.0,30252000.0,234278000.0,122228000.0,42881000.0,54338000.0,122628000.0,371000.0,28672703.0,,,1000.0,215398000.0,,,,,32168000.0,33128000.0,7239000.0,260976000.0,7859000.0,1640000.0,0.0,86635000.0,243211000.0,28678090.0,507594000.0,122228000.0,19927000.0,1195010000.0,572151000.0,98585000.0,507594000.0,687416000.0,665404000.0,332869000.0,29966000.0,22378000.0,5387.0,147000.0,82571000.0,175059000.0
