symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
LON.MI,2019-12-31,12M,EUR,,,,,,,,,2142062.0,,,,,,,,,,,,,,,,,,,,,,,24552.0,,,,,,,,,142838.0,,,,,77611.0,,,,,,123234.0,,,,,,,,,,,,,,,,,
LON.MI,2020-12-31,12M,EUR,2870533.0,5150284.0,-1021302.0,4000000.0,-3207466.0,1000000.0,7566617.0,7566617.0,7544545.0,7566618.0,1000000.0,6767734.0,0.0,15110240.0,2735051.0,2735051.0,447204.0,6481502.0,,1429893.0,1086863.0,213530.0,1011764.0,8357749.0,5871721.0,1508933.0,14576300.0,1661.0,5073515.0,5073515.0,1661.0,,1159643.0,-294632.0,241949.0,4850419.0,5755970.0,27263.0,695310.0,6250000.0,126610.0,308806.0,,798234.0,,75207.0,,1090507.0,183043.0,3130504.0,144217.0,447204.0,3621571.0,77094.0,-2193975.0,6250000.0,6767734.0,5755970.0,254159.0,18750692.0,11841249.0,7808566.0,6473102.0,12277590.0,6065661.0,5796088.0,259971.0,1946.0,8628738.0
LON.MI,2021-12-31,12M,EUR,6031178.0,7869378.0,-1276036.0,4000000.0,,1000000.0,2335691.0,2335691.0,,2335690.0,1000000.0,5910005.0,0.0,13995174.0,1715628.0,1715628.0,655882.0,9096446.0,,2493173.0,232417.0,88946.0,1349308.0,,5310091.0,2600880.0,11772797.0,1661.0,4147164.0,4147164.0,1661.0,24216.0,814691.0,-392528.0,3527101.0,4034055.0,4560697.0,86652.0,687296.0,6250000.0,,878041.0,,1260362.0,-1.0,,1.0,944915.0,249927.0,6171318.0,214711.0,,3550485.0,107708.0,-2142490.0,6250000.0,5910005.0,4560697.0,283416.0,19559252.0,10057169.0,5862792.0,5517477.0,14041775.0,5564076.0,4945329.0,140140.0,0.0,4898728.0
LON.MI,2022-12-31,12M,EUR,5113147.0,7443653.0,-1554933.0,4000000.0,,1000000.0,1375484.0,1375484.0,,1375484.0,1000000.0,4857310.0,0.0,12854069.0,3205813.0,3205813.0,891158.0,9478034.0,0.0,2446920.0,0.0,71126.0,1366416.0,,5395913.0,2664191.0,11641458.0,1661.0,3578335.0,3578335.0,1661.0,58308.0,858736.0,-585851.0,5408664.0,3840980.0,3490894.0,107740.0,839191.0,6250000.0,,567671.0,,1295290.0,-1.0,,1.0,982353.0,345908.0,5415813.0,233633.0,,3554824.0,217272.0,-2672855.0,6250000.0,4857310.0,3490894.0,133675.0,18333068.0,8435645.0,6784148.0,4271459.0,14061609.0,5478999.0,4583575.0,302666.0,0.0,3376035.0
LON.MI,2023-12-31,12M,EUR,4978106.0,7977300.0,-1826012.0,4000000.0,,1000000.0,1430161.0,1430161.0,,1430160.0,1000000.0,4515710.0,26244.0,13926911.0,3930795.0,3930795.0,789553.0,10502491.0,25955.0,2384324.0,0.0,53306.0,1088504.0,,6260808.0,2594479.0,12749179.0,1661.0,4302674.0,4302674.0,1661.0,63499.0,1430440.0,-725172.0,6803308.0,4434796.0,3427206.0,91612.0,931248.0,6250000.0,,564209.0,1.0,1035198.0,1706.0,,-1.0,1105071.0,289423.0,5245623.0,236363.0,,3699053.0,208449.0,-2714514.0,6250000.0,4515710.0,3427206.0,845995.0,19708016.0,8818384.0,8233469.0,3790538.0,15917478.0,5781105.0,5414987.0,267517.0,0.0,3424420.0
