symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
WIIT.MI,2022-12-31,3M,EUR,,,,-1399060.0,542315.0,9113076.0,10255687.0,,,,31458080.0,,,,2416446.0,,,,189000.0,,,26582375.0,,,,542315.0,98.0,0.0,17000.0,7839241.0,,,17098.0,,,,,,,,,,,65508.0,,-2.0,835171.0,,,-2297.0,,,,,,,,1645296.0,0.0,,,,,4270414.0,,,,,,,,,,,,
WIIT.MI,2023-03-31,3M,EUR,17898445.0,29454298.0,44598704.0,,563525.0,,,2802066.0,33617342.0,34342605.0,,2802066.0,41102380.0,72681532.0,,16768475.0,16768475.0,51771002.0,,121231488.0,180561161.0,29454298.0,63495543.0,248665.0,264307088.0,563525.0,,,,,206436233.0,206436233.0,17105.0,85000.0,9251859.0,147777.0,189587366.0,63495543.0,-139458781.0,128668.0,1794844.0,15682291.0,2683319.0,,26388034.0,,,-1.0,59329673.0,,-1.0,4.0,7126820.0,54243684.0,8635964.0,725263.0,27560951.0,,,2179703.0,28020660.0,41102380.0,-139458781.0,,319142900.0,247538613.0,223204708.0,41250157.0,277892743.0,246461368.0,226121741.0,2535686.0,499513.0,1632626.0,21208443.0,20910530.0
WIIT.MI,2023-06-30,3M,EUR,20056982.0,26890242.0,44598704.0,-1635912.0,337823.0,,12220513.0,2802066.0,22483673.0,23683207.0,22483673.0,2802066.0,31966198.0,60641268.0,3465482.0,20973152.0,24438634.0,60652955.0,124939.0,121077831.0,181122313.0,28526154.0,63784869.0,124939.0,239840331.0,337823.0,5.0,,14316.0,8755031.0,186900981.0,195656012.0,14321.0,505768.0,9794990.0,146881.0,185390460.0,63784869.0,-149156115.0,109882.0,2049585.0,16053425.0,2706193.0,250000.0,26390380.0,1.0,811679.0,,60044482.0,,2.0,-1.0,6875364.0,53989879.0,5844220.0,1199534.0,29524124.0,1643444.0,,3816437.0,28020660.0,31966198.0,-149156115.0,4098659.0,308224537.0,218867179.0,220094646.0,32113079.0,276111458.0,247583269.0,215458503.0,2591778.0,427224.0,1630280.0,25954711.0,-11687.0
WIIT.MI,2023-09-30,3M,EUR,20792989.0,25757840.0,44598704.0,,,,,2802066.0,15908512.0,31776340.0,,2802066.0,32010205.0,67983238.0,,26657015.0,26657015.0,63439511.0,,121077831.0,180221514.0,25757840.0,66045362.0,300189.0,260437165.0,,,,,,201769945.0,201769945.0,,505768.0,8240529.0,166043.0,212518448.0,66045362.0,-148211309.0,109882.0,2038417.0,15711394.0,2961272.0,,26178502.0,1.0,-1.0,,59143683.0,,788482.0,2.0,6351551.0,57804833.0,10148868.0,15867828.0,29660183.0,,,6751670.0,28020660.0,32010205.0,-148211309.0,,317115739.0,233780150.0,228426960.0,32176248.0,284939491.0,249132502.0,221499980.0,2515643.0,110916.0,1842158.0,29156610.0,4543727.0
WIIT.MI,2023-12-31,3M,EUR,18294275.0,25842136.0,44598704.0,-1527835.0,,7650009.0,10583782.0,2802066.0,13690212.0,25292948.0,13690212.0,2802066.0,32353544.0,60497621.0,2585627.0,25128026.0,27713653.0,59114866.0,167000.0,121077831.0,179301843.0,27369971.0,66858383.0,166980.0,248020886.0,,5.0,,,7998155.0,190539316.0,198537471.0,5.0,567886.0,11442186.0,195039.0,201977130.0,66858383.0,-146948299.0,109882.0,1724090.0,14779476.0,3042572.0,,26104453.0,,,,58224012.0,-20.0,686944.0,,5177561.0,47766188.0,4750169.0,11602736.0,26328842.0,1567705.0,0.0,8285649.0,28020660.0,32353544.0,-146948299.0,4445388.0,309093243.0,222892860.0,226251124.0,32548583.0,276544660.0,248595622.0,217429794.0,2857006.0,379532.0,1916207.0,30566915.0,1382755.0
WIIT.MI,2024-03-31,3M,EUR,21122126.0,29303338.0,44598704.0,,745983.0,,,2802066.0,19181624.0,25852666.0,,2802066.0,36133487.0,66847066.0,,20361741.0,20361741.0,63649808.0,,121077831.0,178889681.0,,72482307.0,453542.0,238727981.0,745983.0,,,,,182232753.0,182232753.0,5.0,567886.0,8932784.0,146448.0,183412870.0,72482307.0,-142756194.0,109882.0,1725342.0,14465548.0,3542582.0,,26115323.0,,2.0,,57811850.0,,1.0,3.0,14341232.0,63549523.0,11237520.0,6671042.0,38718214.0,,,3048576.0,28020660.0,36133487.0,-142756194.0,,320714741.0,218366240.0,202594494.0,36279935.0,284434806.0,253867675.0,220784998.0,3254856.0,19853494.0,1905337.0,30314419.0,3197258.0
