symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,ShortTermDebtIssuance,ShortTermDebtPayments,TaxesRefundPaid
WIIT.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7210997.0,,,,,,,,,,,,,1.0,,,,-3480722.0,,,,,,,
WIIT.MI,2020-12-31,12M,EUR,,11836360.0,-7125566.0,-4111159.0,6405852.0,9492.0,-813092.0,396863.0,37605.0,-147476.0,-516608.0,6405851.0,-4111159.0,0.0,-3936082.0,1152704.0,11254917.0,11254917.0,18242212.0,52979205.0,6474368.0,-29497.0,-975171.0,-60173288.0,0.0,69637500.0,69637500.0,-5632918.0,-53047722.0,-3936082.0,1594498.0,2473089.0,-3966263.0,0.0,64004582.0,64004582.0,-844709.0,-3159303.0,,13599934.0,1.0,749473.0,459751.0,-159693.0,-53047722.0,-3966263.0,-3159303.0,-5632918.0,-3936082.0,,,-809032.0
WIIT.MI,2021-12-31,12M,EUR,18177349.0,18242212.0,-11859206.0,-3179719.0,19202829.0,117394.0,1092020.0,1103751.0,4384636.0,-2729501.0,3968300.0,19202829.0,-3179719.0,24799663.0,-6376395.0,1195895.0,18177349.0,18177349.0,37445042.0,85528814.0,14799311.0,,-1237707.0,-92984502.0,24799663.0,149880647.0,149880647.0,-63898119.0,-61125296.0,18423268.0,-981315.0,-409722.0,-4211988.0,-20000000.0,85982528.0,85982528.0,-7909479.0,-7647218.0,,26658517.0,1.0,7658216.0,58068.0,0.0,-61125296.0,-4211988.0,-7647218.0,-63898119.0,-6376395.0,,,-2751882.0
WIIT.MI,2022-09-30,TTM,EUR,,32435847.0,-19609530.0,-8359585.0,-17569243.0,-229734.0,4796405.0,-2453075.0,10012567.0,-13484509.0,-1358346.0,-17569242.0,,-69100.0,-7580483.0,-485867.0,24851485.0,24851485.0,14866605.0,53358601.0,8319493.0,,-733677.0,-98856866.0,-69100.0,156078722.0,156078722.0,-63709041.0,-79668246.0,-7649583.0,940260.0,1511853.0,-7560275.0,,92369681.0,92369681.0,-9396557.0,-12049255.0,,27929023.0,,8265778.0,95319.0,,-79668246.0,-7560275.0,-12049255.0,-63709041.0,-7580483.0,,,-4217524.0
WIIT.MI,2022-12-31,12M,EUR,23534910.0,37445042.0,-20188571.0,-8367415.0,-5986962.0,20104.0,281806.0,-359198.0,2107636.0,-9054240.0,-7003892.0,-5986963.0,-8367415.0,0.0,-7580483.0,3606593.0,23534910.0,23534910.0,31458080.0,-9352991.0,2871834.0,,-4968352.0,-19694377.0,0.0,25852870.0,25852870.0,-4532927.0,-19505806.0,-7580483.0,7845609.0,7840042.0,-7103314.0,20000000.0,21319943.0,21319943.0,-4772376.0,-13085257.0,,23060405.0,1.0,3702105.0,27996.0,-50000.0,-19505806.0,-7103314.0,-13085257.0,-4532927.0,-7580483.0,,,-3628996.0
WIIT.MI,2023-12-31,12M,EUR,8059908.0,31458080.0,-20996526.0,-7818114.0,-17767868.0,19724.0,-2118835.0,-181020.0,3153387.0,-773420.0,99836.0,-17767868.0,-7818114.0,,-9928875.0,3334235.0,18858216.0,26918124.0,13690212.0,-14045994.0,14369336.0,,-6987551.0,-39087736.0,,26850000.0,12078379.0,,-7333214.0,-9928875.0,8285649.0,8346631.0,-6569182.0,-10757996.0,16692201.0,12078379.0,-1995511.0,-14427344.0,4613822.0,35365862.0,,8224898.0,323294.0,452676.0,,-6569182.0,-14427344.0,-10157799.0,-9928875.0,14771621.0,-10157799.0,-5346281.0
WIIT.MI,2024-03-31,TTM,EUR,8664176.0,33617342.0,-19682406.0,,-14435719.0,-204877.0,-5273861.0,1511545.0,3223681.0,78833.0,-664679.0,-14435719.0,,,-7929704.0,3557274.0,,27522392.0,19181623.0,-26954641.0,17321883.0,,-6993687.0,-24485367.0,,14850000.0,78379.0,,-964243.0,-7929704.0,9158761.0,9219743.0,-5159533.0,,2348102.0,-2265720.0,-1913039.0,-14522873.0,,37004289.0,,8124383.0,859264.0,606581.0,,-5159533.0,-14522873.0,-12501898.0,-7929704.0,,,-5226982.0
