symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
WIIT.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIIT.MI,2020-12-31,12M,EUR,,25031900.0,0.064,35432817.0,11254917.0,11254917.0,25031900.0,0.064,1594498.0,4732929.0,15987846.0,17514030.0,1107137.0,1107137.0,7821.0,7821.0,-878591.0,1594498.0,1594498.0,2473089.0,,1594498.0,1594498.0,2473089.0,-1394876.0,-1394876.0,15987846.0,1594498.0,12482576.0,5031454.0,52946847.0,1227659.0,100000.0,0.0,3625792.0,35432817.0,11254917.0,275578.0,,-100000.0,0.0,1152704.0,0.317918,47915393.0,5031453.0,295560.0,52946847.0,-100000.0,-100000.0,
WIIT.MI,2021-12-31,12M,EUR,,25921802.0,-0.04,51879642.0,18110359.0,18110359.0,26419945.0,-0.04,-981315.0,4662205.0,22839554.0,25240360.0,3876032.0,3876032.0,22890.0,22890.0,-571594.0,-981315.0,-981315.0,-409722.0,0.0,-981315.0,-981315.0,-409722.0,-4301181.0,-4301181.0,22839554.0,-981315.0,20141602.0,5098758.0,77120002.0,2031243.0,,0.0,786173.0,51879642.0,18177349.0,288458.0,,,0.0,1195895.0,0.24,72021244.0,5098758.0,448039.0,77120002.0,,,
WIIT.MI,2022-09-30,TTM,EUR,,,,76189867.0,24499295.0,24499295.0,,,940260.0,6267627.0,31119112.0,33299598.0,5241641.0,5241641.0,462321.0,462321.0,,940260.0,940260.0,1511853.0,,940260.0,940260.0,1511853.0,-5227359.0,-5227359.0,31119112.0,940260.0,27002551.0,6297047.0,109489465.0,2503256.0,,0.0,1025986.0,76189867.0,24851485.0,,,,0.0,-485867.0,0.4,103192418.0,6297048.0,,109489465.0,,,
WIIT.MI,2022-12-31,12M,EUR,,26577454.0,0.3,72042599.0,23484910.0,23484910.0,27072760.0,0.29,7845609.0,16059866.0,39594776.0,46763539.0,4613231.0,4613231.0,18506.0,18506.0,5567.0,7845609.0,7845609.0,7840042.0,0.0,7845609.0,7845609.0,7840042.0,-4739316.0,-4739316.0,40101559.0,8192715.377104,30029084.0,16734455.0,118806138.0,1212950.0,,0.0,11446635.0,72042599.0,23534910.0,697418.0,506783.0,-506783.0,-159676.622896,3606593.0,0.315079,102071683.0,16227672.0,144591.0,118806138.0,-506783.0,-506783.0,
WIIT.MI,2023-09-30,TTM,EUR,,26178502.0,0.383537,,,,26178502.0,0.373537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIIT.MI,2023-12-31,12M,EUR,8059908.0,26263194.0,0.31,74311041.0,26918124.0,18858216.0,26584869.0,0.31,8285649.0,19436246.0,46354370.0,55795467.0,7755380.0,7755380.0,161282.0,161282.0,-60982.0,8285649.0,8285649.0,8346631.0,,8285649.0,8285649.0,8346631.0,-7729637.0,-7729637.0,46958133.0,8714320.73,35746804.0,20048663.0,130106508.0,2553640.0,,0.0,11680866.0,74311041.0,26918124.0,602511.0,589397.0,-603763.0,-175091.27,3334235.0,0.29,110057845.0,19459266.0,135539.0,130106508.0,-603763.0,-603763.0,14366.0
WIIT.MI,2023-12-31,TTM,EUR,,26727900.0,0.31,,,,26727900.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIIT.MI,2024-03-31,TTM,EUR,,26115323.0,0.344299,74258762.0,27676297.0,19616389.0,26115323.0,0.344299,9158761.0,20779129.0,48455426.0,57583703.0,8002112.0,8002112.0,241965.0,241965.0,,9158761.0,9158761.0,9219743.0,,9158761.0,9158761.0,9219743.0,-7895686.0,-7895686.0,49059189.0,9594429.176141,36276553.0,21307150.0,131842465.0,2325216.0,,0.0,12777017.0,74258762.0,27522392.0,,,,-168094.823859,3557274.0,0.278412,110535315.0,,,131842465.0,-603763.0,-603763.0,
