symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,TaxesRefundPaid
WIIT.MI,2022-09-30,TTM,EUR,,32435847.0,-19609530.0,-8359585.0,-17569243.0,-229734.0,4796405.0,-2453075.0,10012567.0,-13484509.0,-1358346.0,-17569242.0,,-69100.0,-7580483.0,-485867.0,24851485.0,24851485.0,14866605.0,53358601.0,8319493.0,-733677.0,-98856866.0,-69100.0,156078722.0,156078722.0,-63709041.0,-79668246.0,-7649583.0,940260.0,1511853.0,-7560275.0,,92369681.0,92369681.0,-9396557.0,,-12049255.0,27929023.0,,8265778.0,95319.0,,-79668246.0,-7560275.0,-12049255.0,-63709041.0,-7580483.0,-4217524.0
WIIT.MI,2022-12-31,3M,EUR,,,,-7830.0,,,,,,,,,-7830.0,0.0,,,,,,,,,,0.0,,,-1216389.0,,,,,,,,,,,,,,,,,1708563.0,,,,,
WIIT.MI,2023-03-31,3M,EUR,6448299.0,31458079.0,-5211614.0,,2159263.0,-61962.0,211502.0,639547.0,2757556.0,-4389472.0,-842829.0,2159261.0,,,-1999171.0,607120.0,6448299.0,6448299.0,33617342.0,5579464.0,2948768.0,-871495.0,-11580585.0,,12000000.0,12000000.0,-1362270.0,-6368971.0,-1999171.0,2187857.0,2187857.0,-3082773.0,0.0,10637730.0,10637730.0,-506533.0,,-2128841.0,8160382.0,2.0,2170677.0,-35960.0,-168905.0,-6368971.0,-3082773.0,-2128841.0,-1362270.0,-1999171.0,-1334383.0
WIIT.MI,2023-06-30,3M,EUR,,33617342.0,-4933146.0,,-11133669.0,123726.0,-2175737.0,1401437.0,2158537.0,3214353.0,4722316.0,-11133667.0,,,-3317500.0,990703.0,6336955.0,6336955.0,22483673.0,-17224907.0,7055482.0,-703162.0,-5897388.0,,0.0,0.0,-2598339.0,-964243.0,-3317500.0,1628580.0,1641406.0,-1145625.0,0.0,-2598339.0,-2598339.0,-736326.0,,-3787521.0,11988628.0,,1606538.0,22875.0,,-964243.0,-1145625.0,-3787521.0,-2598339.0,-3317500.0,-2797908.0
WIIT.MI,2023-09-30,3M,EUR,,22483673.0,-5854447.0,0.0,-6575162.0,-175250.0,-1498174.0,-626654.0,736007.0,695873.0,-868198.0,-6575162.0,0.0,,-3201899.0,862990.0,7431375.0,7431375.0,15908512.0,954815.0,5470024.0,-739587.0,-18854448.0,,10000000.0,10000000.0,-2735816.0,0.0,-3201899.0,7815237.0,2954395.0,-1287855.0,,7264184.0,7264184.0,-509215.0,-13000001.0,-4566592.0,11324471.0,,2216557.0,255079.0,,0.0,-1287855.0,-4566592.0,-2735816.0,-3201899.0,-788137.0
WIIT.MI,2023-12-31,3M,EUR,,15908512.0,-4997319.0,0.0,-2218300.0,133210.0,1343574.0,-261464.0,-2498713.0,-294174.0,-1577567.0,-2218300.0,0.0,,-1410305.0,873422.0,-1358413.0,6701495.0,13690212.0,-3355366.0,-1104938.0,-4673307.0,-2755315.0,,4850000.0,-9921621.0,,0.0,-1410305.0,-3346025.0,1562973.0,-1052929.0,,1388626.0,-3225196.0,-243437.0,,-3944390.0,3892381.0,,2231126.0,81300.0,,,-1052929.0,-3944390.0,-3461374.0,-1410305.0,-1759740.0
WIIT.MI,2024-03-31,3M,EUR,7052567.0,13690212.0,-3897494.0,,5491412.0,-286563.0,-2943524.0,2332112.0,2827850.0,-3537219.0,-1607344.0,5491410.0,,,0.0,830159.0,,7052567.0,19181624.0,-7329183.0,5901315.0,-877631.0,3021784.0,,0.0,0.0,-3706369.0,0.0,0.0,3060969.0,3060969.0,-1673124.0,,-3706369.0,-3706369.0,-424061.0,6919278.0,-2224370.0,9798809.0,2.0,2070162.0,500010.0,-15000.0,0.0,-1673124.0,-2224370.0,-3706369.0,0.0,-1215084.0
WIIT.MI,2024-03-31,TTM,EUR,8664176.0,33617342.0,-19682406.0,,-14435719.0,-204877.0,-5273861.0,1511545.0,3223681.0,78833.0,-664679.0,-14435719.0,,,-7929704.0,3557274.0,,27522392.0,19181623.0,-26954641.0,17321883.0,-6993687.0,-24485367.0,,14850000.0,78379.0,,-964243.0,-7929704.0,9158761.0,9219743.0,-5159533.0,,2348102.0,-2265720.0,-1913039.0,,-14522873.0,37004289.0,,8124383.0,859264.0,606581.0,,-5159533.0,-14522873.0,-12501898.0,-7929704.0,-5226982.0
