symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
TLS.MI,2019-12-31,12M,EUR,,,-5907684.0,,,616638.0,,,,,,,,,,,,,,,,,,,,,10545272.0,,,,,,11437.0,,,,,,,11437.0,,4832.0,2624785.0,1.0,,-1.0,,-1.0,,,,,,,,0.0,32596.0,,2624785.0,,,,,,,,,,,,,,0.0,
TLS.MI,2020-12-31,12M,EUR,2250000.0,12552000.0,-7473000.0,7901000.0,-92000.0,,157000.0,2625000.0,1125000.0,1125000.0,1123000.0,2000.0,2625000.0,14728000.0,70000.0,14493000.0,94000.0,372000.0,466000.0,7387000.0,5934000.0,6465000.0,12644000.0,8542000.0,28000.0,18728000.0,10545272.0,4019000.0,63000.0,3628000.0,3691000.0,4019000.0,,6651000.0,567000.0,2875000.0,1069000.0,8263000.0,1638000.0,27316.0,1319000.0,4807.0,2624785.0,2.0,113000.0,-1.0,531000.0,-1.0,-1.0,636000.0,1821000.0,324000.0,4006000.0,100000.0,12000.0,,0.0,-72000.0,2624785.0,14728000.0,8263000.0,452000.0,27692000.0,18356000.0,4157000.0,15295000.0,12397000.0,13199000.0,5010000.0,1120000.0,,,28000.0,7106000.0
TLS.MI,2021-12-31,12M,EUR,2680000.0,16036000.0,-7819000.0,7901000.0,-47000.0,,104000.0,2625000.0,1905000.0,1905000.0,1903000.0,2000.0,2625000.0,14596000.0,107000.0,18721000.0,55000.0,1762000.0,1817000.0,9130000.0,5641000.0,6000000.0,16083000.0,8711000.0,0.0,21679000.0,,4019000.0,49000.0,5321000.0,5370000.0,4019000.0,,6725000.0,712000.0,5178000.0,892000.0,8596000.0,1693000.0,,1414000.0,,,,80000.0,,359000.0,,95000.0,724000.0,1879000.0,428000.0,4534000.0,129000.0,139000.0,,,-131000.0,,14596000.0,8596000.0,213000.0,31333000.0,19917000.0,7187000.0,15308000.0,16025000.0,12612000.0,6895000.0,1130000.0,16000.0,,0.0,9591000.0
TLS.MI,2022-12-31,12M,EUR,2223000.0,10011000.0,-8095000.0,7901000.0,-69000.0,,49000.0,2625000.0,576000.0,576000.0,573000.0,3000.0,2625000.0,14251000.0,55000.0,15191000.0,18000.0,1500000.0,1518000.0,12486000.0,11659000.0,11852000.0,10080000.0,8893000.0,0.0,19153000.0,,4019000.0,31000.0,3402000.0,3433000.0,4019000.0,380000.0,6848000.0,783000.0,4326000.0,798000.0,2399000.0,1725000.0,,1665000.0,,2624785.0,,82000.0,,193000.0,,475000.0,3438000.0,1990000.0,4389000.0,7880000.0,240000.0,8000.0,,,-309000.0,2624785.0,14251000.0,2399000.0,207000.0,33593000.0,17653000.0,4951000.0,15034000.0,18559000.0,18402000.0,6073000.0,2219000.0,120000.0,,,2705000.0
TLS.MI,2023-12-31,12M,EUR,3984000.0,14718000.0,,7901000.0,-70000.0,,30000.0,2625000.0,509000.0,509000.0,506000.0,3000.0,2625000.0,14038000.0,20000.0,20171000.0,18000.0,2456000.0,2474000.0,13900000.0,11641000.0,11715000.0,14788000.0,919000.0,0.0,23084000.0,,4019000.0,12000.0,6590000.0,6602000.0,4019000.0,410000.0,695000.0,822000.0,8537000.0,919000.0,2323000.0,1521000.0,,1414000.0,,2624785.0,,132000.0,,74000.0,,643000.0,2858000.0,204000.0,4676000.0,8785000.0,229000.0,13000.0,,,-133000.0,2624785.0,14038000.0,2323000.0,255000.0,38353000.0,20628000.0,9076000.0,14860000.0,23493000.0,18182000.0,9593000.0,1943000.0,524000.0,0.0,,6271000.0
