symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInOtherCurrentAssets,ChangeInWorkingCapital,ChangesInCash,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InvestingCashFlow,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,TaxesRefundPaid
AEF.MI,2020-06-30,TTM,EUR,,,,-12560000.0,,,,,,,,,,,,,,,,,,,
AEF.MI,2022-09-30,TTM,EUR,30517000.0,39367000.0,-31298000.0,,-33637000.0,-11889000.0,30517000.0,27478000.0,22253000.0,-34143000.0,-4000000.0,-31297000.0,-41026000.0,-6353887.0,1794000.0,-1272000.0,1000.0,60429000.0,-30026000.0,-2845000.0,4000000.0,302000.0,-5821000.0
AEF.MI,2023-03-31,3M,EUR,8300.0,21658.0,-4010.0,,-17317.0,-6629.0,8300.0,15029.0,5350.0,-11979.0,-2221.0,-4010.0,240.0,-315709.0,998.0,-76.0,0.0,8911.0,-3934.0,-7969.0,2221.0,83.0,-2254.0
AEF.MI,2023-06-30,3M,EUR,16360700.0,15029.0,-7411990.0,,-3507683.0,740629.0,16360700.0,22392000.0,3511650.0,-2769021.0,-4903779.0,-7413990.0,847760.0,-11336269.0,-12776998.0,-526924.0,-2000.0,11633089.0,-6885066.0,4642969.0,4903779.0,100917.0,-437746.0
AEF.MI,2023-09-30,3M,EUR,7555000.0,22392000.0,-6922000.0,,-11488000.0,-11123000.0,7555000.0,11269000.0,3736000.0,-14859000.0,-2633000.0,-6922000.0,-343000.0,-6279342.0,-6487000.0,-188000.0,0.0,5809000.0,-6734000.0,-7937000.0,2633000.0,2000.0,-152000.0
AEF.MI,2023-12-31,3M,EUR,-19640000.0,11269000.0,-4486000.0,,19698000.0,3357000.0,6961000.0,14626000.0,-1885000.0,5242000.0,-3242000.0,-4486000.0,,-14212627.0,-18637000.0,-459000.0,0.0,2624000.0,-4027000.0,9728000.0,3242000.0,-1533000.0,-2020000.0
AEF.MI,2024-03-31,3M,EUR,8103.0,14626.0,-6972.0,,18394.0,17680.0,8103.0,32306.0,572.0,17107.0,-3180.0,-6971.0,,-5607498.0,-4964.0,-133.0,1.0,2351.0,-6839.0,24079.0,3180.0,102.0,-736.0
AEF.MI,2024-03-31,TTM,EUR,4283803.0,15029.0,-18826962.0,,4720711.0,-7007691.0,30884803.0,-6992662.0,5363222.0,-12368914.0,-10781959.0,-18828961.0,,-37435736.0,-37905962.0,-1174057.0,-1999.0,20068200.0,-17652905.0,6458048.0,10781959.0,-1429981.0,-2610482.0
