symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InterestPaidCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
SCK.MI,2017-12-31,TTM,EUR,,,,,566517.0,,,,,,,,,,,,,,,,,1000445.0,1000445.0,-29409.0,,,,,,,,,-1.0,,,,-1.0,,,-267517.0,,-545092.0,-29409.0,,37641.0,,52401.0
SCK.MI,2019-12-31,12M,EUR,,,,,,,,,,,,0.0,261000.0,,,,,,-379000.0,,,,,,,,,,,,,-1000.0,-1000.0,,,,1000.0,131000.0,,,,,,0.0,228000.0,0.0,261000.0
SCK.MI,2020-12-31,12M,EUR,,1209000.0,-3434000.0,308000.0,8430000.0,-439000.0,-776000.0,1787000.0,1790000.0,2670000.0,8430000.0,,,1253000.0,1253000.0,9639000.0,4813000.0,3656000.0,,-777000.0,-3473000.0,5080000.0,5080000.0,,654000.0,2743000.0,4616000.0,-393000.0,-39000.0,4159000.0,5080000.0,,,-3041000.0,-921000.0,7090000.0,,38000.0,2225000.0,-393000.0,-39000.0,-3041000.0,,0.0,0.0,0.0,
SCK.MI,2021-12-31,12M,EUR,,9639000.0,-11804000.0,-351000.0,-226000.0,-28869000.0,-6564000.0,26313000.0,-21492000.0,-30963000.0,-226000.0,,,2091000.0,2091000.0,9413000.0,17329000.0,-18356000.0,,-2611000.0,-11003000.0,4322000.0,4322000.0,,14656000.0,14885000.0,23518000.0,-6434000.0,801000.0,2673000.0,4322000.0,,,-5370000.0,-1649000.0,-6552000.0,,,3137000.0,-6434000.0,-17000.0,-5370000.0,,0.0,818000.0,0.0,
SCK.MI,2022-12-31,12M,EUR,312000.0,9413000.0,-14746000.0,1338000.0,167000.0,-62839000.0,802000.0,64774000.0,-15407000.0,-11332000.0,167000.0,,,2486000.0,2798000.0,9580000.0,31086000.0,12919000.0,,-3047000.0,-58584000.0,16257000.0,16257000.0,,-6395000.0,20658000.0,35461000.0,-912000.0,-46717000.0,37481000.0,16257000.0,,,-10955000.0,21224000.0,27665000.0,,,3378000.0,-1289000.0,-46717000.0,-13457000.0,,377000.0,,2502000.0,
SCK.MI,2023-12-31,12M,EUR,892000.0,9578000.0,-67115000.0,8342000.0,3042000.0,55934000.0,-70996000.0,-26924000.0,-14333000.0,-47977000.0,3042000.0,,,3995000.0,4887000.0,12620000.0,88931000.0,-102859000.0,,-13547000.0,-50145000.0,47908000.0,47908000.0,,19609000.0,-2484000.0,16903000.0,-49042000.0,16970000.0,69322000.0,47908000.0,,,-18073000.0,21414000.0,-35744000.0,,,10552000.0,-49042000.0,-23000.0,-18073000.0,,,16993000.0,,
SCK.MI,2023-12-31,TTM,EUR,892000.0,9578000.0,-67115000.0,8342000.0,3042000.0,55934000.0,-70996000.0,-26924000.0,-14333000.0,-47977000.0,3042000.0,,,3995000.0,4887000.0,12620000.0,88931000.0,-102859000.0,,-13547000.0,-50145000.0,47908000.0,47908000.0,,19609000.0,-2484000.0,16903000.0,-49042000.0,16970000.0,69322000.0,47908000.0,,,-18073000.0,21414000.0,-35744000.0,,,10552000.0,-49042000.0,-23000.0,-18073000.0,,,16993000.0,,
