symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HeldToMaturitySecurities,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TradingSecurities,TreasurySharesNumber,WorkInProcess,WorkingCapital
SCK.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,19000.0,,,,,,,,,,,,,,,,10924100.0,1000.0,,17000.0,,,,,,836000.0,,78000.0,,,,10924100.0,,,,,,,,,,,,,19000.0,,,
SCK.MI,2020-12-31,12M,EUR,6381000.0,2184000.0,1620000.0,-817000.0,0.0,14000.0,7497000.0,1092000.0,9639000.0,10457000.0,9606000.0,33000.0,1092000.0,11681000.0,,22813000.0,3714000.0,3714000.0,13947000.0,272000.0,296000.0,1224000.0,3001000.0,13140000.0,14000.0,6037000.0,25536000.0,14000.0,155000.0,10141000.0,10141000.0,832000.0,3987000.0,4216000.0,13140000.0,10457000.0,996000.0,50000.0,111000.0,49000.0,10924100.0,,928000.0,3000.0,-1000.0,778000.0,400000.0,1501000.0,2440000.0,818000.0,9417000.0,,0.0,1409000.0,5082000.0,10924100.0,11681000.0,10457000.0,1695000.0,38238000.0,21822000.0,13855000.0,11681000.0,26557000.0,15425000.0,12610000.0,2636000.0,698000.0,,,4356000.0,8866000.0
SCK.MI,2021-12-31,12M,EUR,32782000.0,23763000.0,18059000.0,-1470000.0,0.0,78000.0,8854000.0,2236000.0,9413000.0,9413000.0,9315000.0,98000.0,2236000.0,41222000.0,,82353000.0,2949000.0,2949000.0,46852000.0,550000.0,6304000.0,7343000.0,25233000.0,16734000.0,,34906000.0,58628000.0,78000.0,155000.0,14457000.0,14457000.0,1509000.0,5891000.0,7993000.0,16734000.0,33879000.0,1047000.0,24000.0,873000.0,5000.0,,2000.0,1039000.0,,,1998000.0,1955000.0,1834000.0,11562000.0,,42967000.0,,0.0,3761000.0,16885000.0,,41222000.0,33879000.0,2709000.0,107560000.0,55679000.0,17406000.0,41222000.0,66338000.0,25207000.0,19486000.0,8230000.0,625000.0,,,30595000.0,35501000.0
SCK.MI,2022-12-31,12M,EUR,97556000.0,39171000.0,18042000.0,-923000.0,0.0,88000.0,17962000.0,2172000.0,9579000.0,56244000.0,8928000.0,651000.0,2172000.0,55485000.0,0.0,206694000.0,24174000.0,24174000.0,148759000.0,6005000.0,7304000.0,8253000.0,40094000.0,27689000.0,,97746000.0,110373000.0,88000.0,155000.0,30714000.0,30714000.0,1554000.0,6401000.0,45309000.0,27689000.0,47232000.0,1392000.0,18000.0,858000.0,6000.0,21419541.0,-1000.0,949000.0,51000.0,,5802000.0,4415000.0,3171000.0,1893000.0,46665000.0,122362000.0,,0.0,7694000.0,31364000.0,21719097.0,55485000.0,47232000.0,11640000.0,244174000.0,86199000.0,54888000.0,55485000.0,188689000.0,37479000.0,39930000.0,20391000.0,984000.0,,299556.0,84047000.0,57935000.0
SCK.MI,2023-12-31,12M,EUR,70632000.0,53504000.0,37826000.0,-1781000.0,0.0,1006000.0,18894000.0,2253000.0,12620000.0,42292000.0,11648000.0,972000.0,2253000.0,72610000.0,0.0,237798000.0,45587000.0,45587000.0,175508000.0,13607000.0,55550000.0,57296000.0,55285000.0,40340000.0,,41813000.0,196818000.0,1006000.0,173000.0,78621000.0,78621000.0,4355000.0,16019000.0,111588000.0,40340000.0,15314000.0,3777000.0,151000.0,1379000.0,14000.0,22357414.0,1000.0,1746000.0,66000.0,,9843000.0,7064000.0,5254000.0,1524000.0,29672000.0,111052000.0,,0.0,10453000.0,25564000.0,22526970.0,72610000.0,15314000.0,98665000.0,342645000.0,151231000.0,124208000.0,72610000.0,270035000.0,104849000.0,94527000.0,33356000.0,178000.0,,169556.0,17753000.0,62290000.0
