symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HeldToMaturitySecurities,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfDebt,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TradingSecurities,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
SCK.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,261000.0,,,,,,,,,,,,,,,,,,,,19000.0,,,,,,-379000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000.0,-1000.0,,,,,,,,,,,,,,,10924100.0,1000.0,1000.0,,17000.0,131000.0,,,,,,,836000.0,,,78000.0,,,,,,,,,,188000.0,188000.0,,0.0,228000.0,0.0,10924100.0,,,,,,,,261000.0,,,,,,,,,,,,,,,19000.0,,,,0.0
SCK.MI,2020-12-31,12M,EUR,6381000.0,2184000.0,1620000.0,-817000.0,300000.0,,0.0,14000.0,,0.251096,1209000.0,7497000.0,-3434000.0,1092000.0,9639000.0,10457000.0,9606000.0,33000.0,308000.0,8430000.0,-439000.0,-776000.0,1787000.0,1790000.0,2670000.0,8430000.0,1092000.0,,11681000.0,,12022000.0,22813000.0,3714000.0,3714000.0,13947000.0,,1253000.0,1253000.0,1252000.0,952000.0,,0.251096,2743000.0,4111000.0,5364000.0,9639000.0,41047757.0,4813000.0,272000.0,3656000.0,296000.0,1224000.0,3001000.0,13140000.0,10506000.0,14000.0,356000.0,272000.0,272000.0,0.0,0.0,,-777000.0,6037000.0,25536000.0,-3473000.0,14000.0,5080000.0,155000.0,10141000.0,10141000.0,5080000.0,832000.0,3987000.0,30259757.0,654000.0,4216000.0,2743000.0,2743000.0,2743000.0,2743000.0,2743000.0,4616000.0,2743000.0,-393000.0,-777000.0,-39000.0,4159000.0,5080000.0,-777000.0,,,13140000.0,-3041000.0,-921000.0,10457000.0,996000.0,50000.0,111000.0,49000.0,5720000.0,2997365.199271,7090000.0,4398000.0,6108000.0,22528000.0,10924100.0,,,928000.0,3000.0,38000.0,-1000.0,778000.0,2578000.0,400000.0,1501000.0,2440000.0,818000.0,0.0,9417000.0,,3839000.0,0.0,2225000.0,-393000.0,-39000.0,-3041000.0,1409000.0,12022000.0,1253000.0,108000.0,108000.0,5082000.0,0.0,0.0,0.0,10924100.0,-356000.0,11681000.0,10457000.0,-101634.800729,1096000.0,0.285491,1695000.0,,38238000.0,21822000.0,13855000.0,11681000.0,16420000.0,26557000.0,15425000.0,12610000.0,505000.0,22528000.0,2636000.0,-356000.0,-356000.0,698000.0,,,4356000.0,8866000.0,-767000.0
SCK.MI,2021-12-31,12M,EUR,32782000.0,23763000.0,18059000.0,-1470000.0,313000.0,,0.0,78000.0,,0.693895,9639000.0,8854000.0,-11804000.0,2236000.0,9413000.0,9413000.0,9315000.0,98000.0,-351000.0,-226000.0,-28869000.0,-6564000.0,26313000.0,-21492000.0,-30963000.0,-226000.0,2236000.0,,41222000.0,,67398000.0,82353000.0,2949000.0,2949000.0,46852000.0,,2091000.0,2091000.0,2090000.0,1777000.0,,0.693895,14885000.0,23304000.0,25395000.0,9413000.0,215193259.0,17329000.0,550000.0,-18356000.0,6304000.0,7343000.0,25233000.0,16734000.0,35455000.0,,1175000.0,2397000.0,2397000.0,1000.0,1000.0,,-2611000.0,34906000.0,58628000.0,-11003000.0,78000.0,4322000.0,155000.0,14457000.0,14457000.0,4322000.0,1509000.0,5891000.0,225239259.0,14656000.0,7993000.0,14885000.0,14885000.0,14885000.0,14885000.0,14885000.0,23518000.0,14885000.0,-6434000.0,-2611000.0,801000.0,2673000.0,4322000.0,-2611000.0,,,16734000.0,-5370000.0,-1649000.0,33879000.0,1047000.0,24000.0,873000.0,5000.0,26570000.0,15721555.938203,-6552000.0,10763000.0,24692000.0,102853000.0,,,2000.0,1039000.0,,,,1998000.0,2904000.0,1955000.0,1834000.0,11562000.0,,0.0,42967000.0,,20907000.0,0.0,3137000.0,-6434000.0,-17000.0,-5370000.0,3761000.0,67398000.0,2091000.0,321000.0,321000.0,16885000.0,0.0,818000.0,0.0,,-1175000.0,41222000.0,33879000.0,-338444.061797,6022000.0,0.288037,2709000.0,,107560000.0,55679000.0,17406000.0,41222000.0,78161000.0,66338000.0,25207000.0,19486000.0,215000.0,102853000.0,8230000.0,-1175000.0,-1175000.0,625000.0,,,30595000.0,35501000.0,
SCK.MI,2022-12-31,12M,EUR,97556000.0,39171000.0,18042000.0,-923000.0,312000.0,312000.0,0.0,88000.0,21419541.0,0.964446,9413000.0,17962000.0,-14746000.0,2172000.0,9579000.0,56244000.0,8928000.0,651000.0,1338000.0,167000.0,-62839000.0,802000.0,64774000.0,-15407000.0,-11332000.0,167000.0,2172000.0,,55485000.0,0.0,137664000.0,206694000.0,24174000.0,24174000.0,148759000.0,,2486000.0,2798000.0,2798000.0,2486000.0,21419541.0,0.964446,20658000.0,34553000.0,37351000.0,9580000.0,146333764.0,31086000.0,6005000.0,12919000.0,7304000.0,8253000.0,40094000.0,27689000.0,55525000.0,,382000.0,2138000.0,2138000.0,1000.0,1000.0,,-3047000.0,97746000.0,110373000.0,-58584000.0,88000.0,16257000.0,155000.0,30714000.0,30714000.0,16257000.0,1554000.0,6401000.0,151007764.0,-6395000.0,45309000.0,20658000.0,20658000.0,20659000.0,20658000.0,20658000.0,35461000.0,20659000.0,-912000.0,-3048000.0,-46717000.0,37481000.0,16257000.0,-3048000.0,,,27689000.0,-10955000.0,21224000.0,47232000.0,1392000.0,18000.0,858000.0,6000.0,37733000.0,20901459.447787,27665000.0,19680000.0,35845000.0,193189000.0,21419541.0,,-1000.0,949000.0,51000.0,,,5802000.0,4716000.0,4415000.0,3171000.0,1893000.0,46665000.0,0.0,122362000.0,,32415000.0,0.0,3378000.0,-1289000.0,-46717000.0,-13457000.0,7694000.0,137664000.0,2798000.0,,,31364000.0,377000.0,,2502000.0,21719097.0,-382000.0,55485000.0,47232000.0,-138540.552213,11756000.0,0.362672,11640000.0,,244174000.0,86199000.0,54888000.0,55485000.0,157344000.0,188689000.0,37479000.0,39930000.0,911000.0,193189000.0,20391000.0,-382000.0,-382000.0,984000.0,,299556.0,84047000.0,57935000.0,
SCK.MI,2023-12-31,12M,EUR,70632000.0,53504000.0,37826000.0,-1781000.0,892000.0,892000.0,0.0,1006000.0,22357414.0,-0.111104,9578000.0,18894000.0,-67115000.0,2253000.0,12620000.0,42292000.0,11648000.0,972000.0,8342000.0,3042000.0,55934000.0,-70996000.0,-26924000.0,-14333000.0,-47977000.0,3042000.0,2253000.0,,72610000.0,0.0,63024000.0,237798000.0,45587000.0,45587000.0,175508000.0,,3995000.0,4887000.0,4887000.0,3995000.0,22357414.0,-0.111104,-2484000.0,26052000.0,30939000.0,12620000.0,105495435.0,88931000.0,13607000.0,-102859000.0,55550000.0,57296000.0,55285000.0,40340000.0,54433000.0,,535000.0,22696000.0,22696000.0,23000.0,23000.0,,-13547000.0,41813000.0,196818000.0,-50145000.0,1006000.0,47908000.0,173000.0,78621000.0,78621000.0,47908000.0,4355000.0,16019000.0,94795435.0,19609000.0,111588000.0,-2484000.0,-2484000.0,-2484000.0,-2484000.0,-2484000.0,16903000.0,-2484000.0,-49042000.0,-13549000.0,16970000.0,69322000.0,47908000.0,-13549000.0,,,40340000.0,-18073000.0,21414000.0,15314000.0,3777000.0,151000.0,1379000.0,14000.0,31474000.0,-2077400.0,-35744000.0,36994000.0,17439000.0,117457000.0,22357414.0,,1000.0,1746000.0,66000.0,,,9843000.0,13402000.0,7064000.0,5254000.0,1524000.0,29672000.0,0.0,111052000.0,,3356000.0,0.0,10552000.0,-49042000.0,-23000.0,-18073000.0,10453000.0,63024000.0,4887000.0,,,25564000.0,,16993000.0,,22526970.0,-535000.0,72610000.0,15314000.0,-128400.0,5840000.0,0.24,98665000.0,,342645000.0,151231000.0,124208000.0,72610000.0,100018000.0,270035000.0,104849000.0,94527000.0,-9124000.0,117457000.0,33356000.0,-535000.0,-535000.0,178000.0,,169556.0,17753000.0,62290000.0,
