symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkingCapital
ADB.MI,2022-12-31,3M,EUR,,,-31719000.0,,,0.0,,,,,,,27839000.0,29000.0,,,,,,,,,,0.0,,,,,,,1617000.0,,119000.0,,,,,119000.0,,,0.0,34713000.0,,,,,,,,5162000.0,3595000.0,,,,261000.0,,,,,45058000.0,,497000.0,,,,,,,,,,,,,,,,,
ADB.MI,2023-03-31,3M,EUR,18666000.0,15682000.0,,25683000.0,-2723000.0,,11939000.0,4774000.0,958000.0,90314000.0,31986000.0,62177000.0,27868000.0,4118000.0,90314000.0,190475000.0,593000.0,87219000.0,573000.0,17796000.0,18369000.0,81257000.0,2329000.0,,352000.0,210973000.0,18405000.0,12409000.0,945000.0,251370000.0,1617000.0,11939000.0,,3237000.0,385000.0,43099000.0,43484000.0,119000.0,12782000.0,3554000.0,0.0,28909000.0,12409000.0,-20498000.0,9807000.0,2857000.0,3330000.0,147000.0,36125665.0,,1673000.0,1000.0,210973000.0,,-223382000.0,115000.0,30637000.0,251000.0,7949000.0,30191000.0,57596000.0,,0.0,593000.0,12839000.0,36125665.0,190475000.0,-20498000.0,466000.0,334300000.0,233574000.0,61853000.0,190475000.0,143825000.0,247081000.0,62568000.0,8293000.0,,5962000.0
ADB.MI,2023-06-30,3M,EUR,26778000.0,21444000.0,-32479000.0,25683000.0,-2997000.0,,11946000.0,9006000.0,876000.0,90314000.0,32065000.0,62407000.0,,32065000.0,90314000.0,196139000.0,655000.0,97034000.0,607000.0,20617000.0,21224000.0,96730000.0,3320000.0,,360000.0,217683000.0,24442000.0,43031000.0,950000.0,254070000.0,1617000.0,11946000.0,,4664000.0,269000.0,37314000.0,37583000.0,,12451000.0,28215000.0,0.0,25866000.0,10552000.0,-21544000.0,8330000.0,2785000.0,3374000.0,123000.0,36125665.0,,,1000.0,217683000.0,119000.0,,102000.0,33539000.0,491000.0,11776000.0,30342000.0,71326000.0,53000.0,0.0,590000.0,-11544000.0,36125665.0,196139000.0,-21544000.0,404000.0,349164000.0,233453000.0,58807000.0,196139000.0,153025000.0,252130000.0,56295000.0,11009000.0,,304000.0
ADB.MI,2023-09-30,3M,EUR,29108000.0,27895000.0,,25683000.0,-2887000.0,,11950000.0,4840000.0,772000.0,90314000.0,43669000.0,43669000.0,,43669000.0,90314000.0,203983000.0,598000.0,84603000.0,594000.0,12322000.0,12916000.0,88738000.0,3288000.0,,329000.0,217759000.0,30782000.0,12242000.0,917000.0,241303000.0,,11950000.0,,3068000.0,178000.0,24998000.0,25176000.0,,12448000.0,3546000.0,0.0,,12242000.0,-13776000.0,6464000.0,2801000.0,3432000.0,134000.0,36125665.0,,,1000.0,217759000.0,119000.0,,101000.0,30754000.0,190000.0,11536000.0,,71488000.0,164000.0,0.0,588000.0,-3700000.0,36125665.0,203983000.0,-13776000.0,422000.0,336679000.0,228981000.0,38092000.0,203983000.0,132696000.0,252076000.0,43958000.0,11626000.0,,-4135000.0
ADB.MI,2023-12-31,3M,EUR,26897000.0,19072000.0,-33338000.0,25683000.0,-1772000.0,0.0,11956000.0,9144000.0,569000.0,90314000.0,44334000.0,49336000.0,44304000.0,30000.0,90314000.0,205969000.0,911000.0,76168000.0,454000.0,12323000.0,12777000.0,88147000.0,2726000.0,0.0,291000.0,226196000.0,20844000.0,44345000.0,878000.0,239576000.0,1617000.0,11956000.0,44000.0,4704000.0,115000.0,21284000.0,21399000.0,44000.0,16383000.0,28610000.0,,,11007000.0,-20227000.0,6831000.0,2790000.0,3317000.0,137000.0,36125665.0,,4219000.0,1000.0,226196000.0,,,77000.0,33968000.0,976000.0,5820000.0,5002000.0,68055000.0,517000.0,0.0,587000.0,-1653000.0,36125665.0,205969000.0,-20227000.0,545000.0,338082000.0,227253000.0,34176000.0,205969000.0,132113000.0,261914000.0,43966000.0,7190000.0,,-11979000.0
ADB.MI,2024-03-31,3M,EUR,22360000.0,16469000.0,,25683000.0,-1832000.0,,11961000.0,3001000.0,456000.0,90314000.0,36907000.0,37607000.0,,,90314000.0,209501000.0,978000.0,62792000.0,378000.0,12331000.0,12709000.0,81758000.0,2422000.0,,242000.0,233850000.0,18301000.0,11842000.0,854000.0,240670000.0,1617000.0,11961000.0,,2926000.0,78000.0,18838000.0,18916000.0,,17150000.0,4678000.0,0.0,,11842000.0,-24349000.0,6981000.0,2805000.0,3327000.0,136000.0,36125665.0,,1569000.0,2000.0,233850000.0,244000.0,,92000.0,31657000.0,259000.0,6567000.0,700000.0,63321000.0,659000.0,0.0,612000.0,1878000.0,36125665.0,209501000.0,-24349000.0,636000.0,333549000.0,228339000.0,31625000.0,209501000.0,124048000.0,270757000.0,42290000.0,9304000.0,0.0,-18966000.0
