asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FinishedGoods,FreeCashFlow,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,-16220000.0,,,,,,,,,,,-16220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,1313000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,13612000.0,6279000.0,-27873000.0,25683000.0,-992000.0,0.0,11903000.0,36125665.0,-0.38,29253000.0,8581000.0,-28582000.0,1570000.0,90314000.0,43658000.0,43933000.0,,43625000.0,33000.0,14405000.0,-54000.0,-6672000.0,-4925000.0,12201000.0,550000.0,14405000.0,90314000.0,0.0,164538000.0,0.0,346000.0,73376000.0,54681000.0,544000.0,3064000.0,3608000.0,43184000.0,1601000.0,10628000.0,10628000.0,0.0,36125665.0,-0.38,-13590000.0,-17292000.0,-6664000.0,43658000.0,321467639.0,,56745000.0,104000.0,-42550000.0,200039000.0,7271000.0,40559000.0,877000.0,1122000.0,1122000.0,78000.0,78000.0,-827000.0,80000.0,676000.0,236361000.0,-28372000.0,4732000.0,11903000.0,44000.0,,0.0,63900000.0,4720000.0,1026000.0,68759000.0,69785000.0,63900000.0,-6793000.0,44000.0,11715000.0,26831000.0,306345639.0,0.0,0.0,0.0,0.0,28165000.0,-13590000.0,-13590000.0,-13590000.0,,-13590000.0,-13590000.0,-18414000.0,-13590000.0,-27557000.0,-1046000.0,207000.0,57107000.0,57107000.0,-1046000.0,12686000.0,-1022000.0,-35501000.0,10732000.0,2618000.0,4251000.0,178000.0,-5374000.0,-12637947.214076,-13968000.0,16955000.0,-16078000.0,74253000.0,36125665.0,,1886000.0,1000.0,200039000.0,-551000.0,,41000.0,5453000.0,20323000.0,81000.0,2316000.0,275000.0,16000.0,0.0,35985000.0,142000.0,640000.0,22000.0,-18414000.0,0.0,2844000.0,0.0,-27557000.0,-1025000.0,572000.0,73376000.0,10628000.0,3422000.0,-6793000.0,1300000.0,-14626000.0,0.0,0.0,3000.0,36125665.0,-1316000.0,164538000.0,-35501000.0,-337947.214076,-4824000.0,0.261975,1455000.0,-2252000.0,296132000.0,233297000.0,73393000.0,164538000.0,90331000.0,131594000.0,241451000.0,88410000.0,-17394000.0,2000.0,74253000.0,2050000.0,-1290000.0,-1290000.0,11497000.0,
2021-12-31,12M,EUR,19035000.0,19977000.0,-30060000.0,25683000.0,-1639000.0,0.0,11919000.0,36125665.0,-0.19,43658000.0,8625000.0,-8895000.0,1546000.0,90314000.0,28215000.0,28215000.0,,28180000.0,35000.0,-15443000.0,-59000.0,6093000.0,5423000.0,-15874000.0,-4417000.0,-15443000.0,90314000.0,,157798000.0,0.0,487000.0,56558000.0,54320000.0,597000.0,6214000.0,6811000.0,57751000.0,1699000.0,10555000.0,10555000.0,0.0,36125665.0,-0.19,-6717000.0,-8161000.0,2394000.0,28215000.0,366421852.0,153.058418,-3508000.0,173000.0,-12209000.0,200278000.0,21616000.0,41353000.0,16141000.0,788000.0,788000.0,476000.0,476000.0,-1268000.0,2000.0,735000.0,226589000.0,-8621000.0,4732000.0,11919000.0,44000.0,,0.0,0.0,4661000.0,949000.0,62577000.0,63526000.0,0.0,-3076000.0,44000.0,11614000.0,27092000.0,317905852.0,0.0,0.0,0.0,0.0,40576000.0,-6717000.0,-6717000.0,-6717000.0,,-6717000.0,-6717000.0,-8949000.0,-6717000.0,-8469000.0,-599000.0,274000.0,-3076000.0,-3076000.0,-599000.0,11293000.0,-426000.0,-42480000.0,13093000.0,2691000.0,3841000.0,143000.0,3622000.0,-5795279.584311,-3314000.0,23263000.0,-7122000.0,72699000.0,36125665.0,,2858000.0,,200278000.0,703000.0,,55000.0,4507000.0,22166000.0,488000.0,4903000.0,,11000.0,0.0,46298000.0,112000.0,,7000.0,-8949000.0,0.0,1343000.0,0.0,-8469000.0,-426000.0,562000.0,56558000.0,10555000.0,4569000.0,-3076000.0,1236000.0,-7777000.0,0.0,0.0,0.0,36125665.0,-1247000.0,157798000.0,-42480000.0,-306279.584311,-2232000.0,0.249413,483000.0,0.0,297276000.0,220375000.0,70337000.0,157798000.0,79821000.0,139478000.0,242956000.0,81727000.0,-8369000.0,287000.0,72699000.0,5097000.0,-1228000.0,-1228000.0,-3431000.0,
2022-12-31,12M,EUR,24869000.0,12672000.0,-31719000.0,25683000.0,-2403000.0,0.0,11936000.0,36125665.0,0.87,28215000.0,9006000.0,-18367000.0,1061000.0,90314000.0,27868000.0,72926000.0,,27839000.0,29000.0,-347000.0,-177000.0,5600000.0,6552000.0,7486000.0,19461000.0,-347000.0,90314000.0,,189310000.0,0.0,809000.0,83430000.0,91672000.0,540000.0,14976000.0,15516000.0,80427000.0,2584000.0,13924000.0,13924000.0,0.0,36125665.0,0.87,31109000.0,36862000.0,50786000.0,27868000.0,282753187.0,,-6844000.0,388000.0,51561000.0,207388000.0,15075000.0,43081000.0,56004000.0,945000.0,945000.0,1309000.0,1309000.0,-1363000.0,1000.0,912000.0,251891000.0,-63431000.0,1617000.0,11936000.0,119000.0,,0.0,0.0,4665000.0,521000.0,47605000.0,48126000.0,0.0,-6197000.0,119000.0,11776000.0,27668000.0,281780187.0,0.0,0.0,-75000.0,0.0,34713000.0,31109000.0,31109000.0,31109000.0,0.0,31109000.0,31109000.0,35917000.0,31109000.0,-16294000.0,-62000.0,-45000000.0,-6197000.0,-6197000.0,-62000.0,11362000.0,-2062000.0,-18078000.0,10002000.0,2843000.0,3313000.0,134000.0,31044000.0,11596007.2,69928000.0,39767000.0,16237000.0,139434000.0,36125665.0,5162000.0,3595000.0,1000.0,207388000.0,-375000.0,261000.0,115000.0,8283000.0,27819000.0,933000.0,4078000.0,45058000.0,-21144000.0,0.0,58515000.0,146000.0,,497000.0,35917000.0,0.0,4943000.0,-75000.0,-16305000.0,-2062000.0,524000.0,83430000.0,13924000.0,8259000.0,-6197000.0,1420000.0,11674000.0,0.0,11000.0,0.0,36125665.0,19724000.0,189310000.0,-18078000.0,229007.2,4808000.0,0.0116,587000.0,-37000.0,335910000.0,236915000.0,63642000.0,189310000.0,123197000.0,146600000.0,244238000.0,66173000.0,35961000.0,426000.0,139434000.0,5827000.0,19742000.0,19742000.0,11245000.0,0.0
2023-12-31,12M,EUR,26897000.0,19072000.0,-33338000.0,25683000.0,-1772000.0,0.0,11956000.0,36317391.0,0.46,27868000.0,9144000.0,-28790000.0,569000.0,90314000.0,44334000.0,49336000.0,,44304000.0,30000.0,16466000.0,34000.0,8030000.0,2028000.0,-10064000.0,28000.0,16466000.0,90314000.0,,205969000.0,0.0,911000.0,101196000.0,76168000.0,454000.0,12323000.0,12777000.0,88147000.0,2726000.0,11712000.0,11712000.0,0.0,36317391.0,0.46,16706000.0,25948000.0,37660000.0,44334000.0,293543506.0,,-29563000.0,291000.0,6022000.0,226196000.0,20844000.0,44345000.0,70713000.0,2526000.0,2526000.0,108000.0,108000.0,-2058000.0,730000.0,878000.0,239576000.0,11217000.0,1617000.0,11956000.0,44000.0,,0.0,15000000.0,4704000.0,115000.0,21284000.0,21399000.0,15000000.0,-43961000.0,44000.0,16383000.0,28610000.0,299120506.0,,0.0,0.0,0.0,,16706000.0,16706000.0,16706000.0,0.0,16706000.0,16706000.0,23422000.0,16706000.0,-26500000.0,-2307000.0,40000000.0,-28961000.0,-28961000.0,-2307000.0,11007000.0,-2283000.0,-20227000.0,6831000.0,2790000.0,3317000.0,137000.0,39265000.0,18177143.0,34812000.0,43378000.0,27335000.0,171909000.0,36125665.0,,4219000.0,1000.0,226196000.0,1184000.0,,77000.0,9989000.0,33968000.0,976000.0,5820000.0,5002000.0,52000.0,0.0,68055000.0,140000.0,,517000.0,23422000.0,0.0,6586000.0,0.0,-26507000.0,-2283000.0,587000.0,101196000.0,11712000.0,10406000.0,-43961000.0,1498000.0,-1653000.0,0.0,7000.0,0.0,36125665.0,-1625000.0,205969000.0,-20227000.0,-133857.0,6716000.0,0.0834,545000.0,-3405000.0,338082000.0,227253000.0,34176000.0,205969000.0,144574000.0,132113000.0,261914000.0,43966000.0,25784000.0,-111000.0,171909000.0,7190000.0,-1605000.0,-1605000.0,-11979000.0,75000.0
