symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,TaxesRefundPaid
ELG.MI,2021-12-31,12M,EUR,252874.0,-1063892.0,16300.0,-183809.0,-3661.0,895182.0,-70576.0,-253302.0,583943.0,-183809.0,15141.0,31346.0,64414.0,64414.0,69065.0,154620.0,-330553.0,-6830.0,-1071768.0,15141.0,,,15141.0,13836.0,13836.0,,-7876.0,89079.0,,50400.0,-1063892.0,89079.0,733339.0,,6830.0,,,-7876.0,-1063892.0,
ELG.MI,2022-12-31,12M,EUR,159616.0,-1817128.0,-93366.0,0.0,-108184.0,-1233366.0,738002.0,-188047.0,-884961.0,0.0,2468081.0,17594.0,395936.0,395936.0,564278.0,3368665.0,-3194165.0,-26801.0,-1991628.0,2468081.0,183863.0,183863.0,2468081.0,-942097.0,-942097.0,-1787940.0,-174500.0,172480.0,183863.0,728104.0,-29188.0,172480.0,-1377037.0,404662.0,33574.0,0.0,-1787940.0,-174500.0,-29188.0,-26594.0
ELG.MI,2023-12-31,12M,EUR,564278.0,-459975.0,88254.0,-466761.0,53823.0,744920.0,266641.0,-5531.0,1148107.0,-466761.0,1212385.0,0.0,428414.0,428414.0,97517.0,1010817.0,-1357577.0,-42450.0,-579976.0,1212385.0,,,1212385.0,-2517217.0,-2517217.0,-459974.0,-120001.0,55915.0,,-257483.0,-1.0,55915.0,-897602.0,,53429.0,30000.0,-459974.0,-120001.0,-1.0,9000.0
ELG.MI,2023-12-31,TTM,EUR,564278.0,-459975.0,88254.0,-466761.0,53823.0,744920.0,266641.0,-5531.0,1148107.0,-466761.0,1212385.0,0.0,428414.0,428414.0,97517.0,1010817.0,-1357577.0,-42450.0,-579976.0,1212385.0,,,1212385.0,-2517217.0,-2517217.0,-459974.0,-120001.0,55915.0,,-257483.0,-1.0,55915.0,-897602.0,,53429.0,30000.0,-459974.0,-120001.0,-1.0,9000.0
