symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InvestingCashFlow,IssuanceOfCapitalStock,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,RepurchaseOfCapitalStock,TaxesRefundPaid
MFT.MI,2019-12-31,12M,EUR,843468.0,-1052417.0,4709229.0,-416270.0,-683368.0,-663633.0,-528839.0,-2509054.0,4709229.0,,,2398912.0,2398912.0,5552697.0,5107648.0,-398419.0,-320379.0,-1052417.0,,,,680815.0,-853394.0,,353432.0,353432.0,5074595.0,-199023.0,-199023.0,653998.0,1.0,320379.0,74154.0,,-329188.0
MFT.MI,2020-12-31,12M,EUR,5552697.0,-1590409.0,1808281.0,-503273.0,225200.0,-636288.0,-742626.0,-1631248.0,1808281.0,0.0,0.0,1530163.0,1530163.0,7360978.0,2850365.0,-1042084.0,-326829.0,-1590409.0,0.0,0.0,50433.0,202732.0,-1488671.0,,3177194.0,3177194.0,3177194.0,,-101738.0,548325.0,,326829.0,15087.0,0.0,27720.0
MFT.MI,2021-12-31,12M,EUR,7360978.0,-1004514.0,5804678.0,406891.0,-369428.0,-118871.0,808674.0,629584.0,5804677.0,15786.0,-300110.0,1216970.0,1216970.0,13165655.0,3206739.0,2597938.0,-314503.0,-1004514.0,15786.0,-284324.0,1226697.0,1785153.0,-922938.0,,,,3805566.0,,-81576.0,3602452.0,,314502.0,9945.0,-300110.0,-394275.0
MFT.MI,2022-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,2512992.0,,,,,,,,,,,,,,
MFT.MI,2023-12-31,12M,EUR,12612063.0,-1587974.0,-1299681.0,-267568.0,-396811.0,135140.0,816627.0,339836.0,-1299681.0,0.0,0.0,1112192.0,1112192.0,11312382.0,-2070397.0,770716.0,,-1587974.0,0.0,0.0,2196785.0,2946773.0,-1410170.0,0.0,,,-2070397.0,,-177804.0,2358690.0,,580550.0,-145277.0,0.0,-2231061.0
MFT.MI,2023-12-31,TTM,EUR,12612063.0,-1587974.0,-1299681.0,-267568.0,-396811.0,135140.0,816627.0,339836.0,-1299681.0,0.0,0.0,1112192.0,1112192.0,11312382.0,-2070397.0,770716.0,,-1587974.0,0.0,0.0,2196785.0,2946773.0,-1410170.0,0.0,,,-2070397.0,,-177804.0,2358690.0,,580550.0,-145277.0,0.0,-2231061.0
