symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
FUM.MI,2020-12-31,12M,EUR,7263.0,30286000.0,0.34,32076699.0,1250689.0,1243426.0,30286000.0,0.34,10326704.0,13092164.0,14342853.0,18978673.0,63358.0,63358.0,6867.0,6867.0,,10326704.0,10326704.0,10326704.0,10326704.0,10326704.0,10326704.0,-166968.0,-166968.0,14828013.0,10711241.816,4912283.0,14066390.0,51055372.0,99591.0,569221.0,-43565.0,0.0,13028806.0,32076699.0,1250689.0,,-485160.0,-100622.184,2702102.0,0.2074,36988982.0,110477.0,51055372.0,-485160.0,-485160.0,528725.0
FUM.MI,2021-12-31,12M,EUR,8920.0,32453000.0,0.32,37031802.0,1431926.0,1423006.0,32453000.0,0.32,10366470.0,15977816.0,17409742.0,28162424.0,429490.0,429490.0,8017.0,8017.0,,10366470.0,10366470.0,10366470.0,10366470.0,10366470.0,10366470.0,-2743158.0,-2743158.0,17670999.0,10540650.0419,5320293.0,22842131.0,65194226.0,99443.0,414746.0,-52540.0,0.0,15548326.0,37031802.0,1431926.0,3430.0,-261257.0,-87076.9581,5181856.0,0.3333,42352095.0,2321685.0,65194226.0,-261257.0,-261257.0,313797.0
FUM.MI,2022-12-31,12M,EUR,4021406.0,32545902.0,0.53,41203248.0,5785515.0,1764109.0,32545902.0,0.53,17249328.0,25729074.0,31514589.0,34621545.0,418687.0,418687.0,87520.0,87520.0,0.0,17249328.0,17249328.0,17249327.0,17249328.0,17249328.0,17249327.0,-327974.0,-327974.0,31131514.0,16988262.3875,9479992.0,25141553.0,75824793.0,102201.0,302121.0,-169856.0,0.0,25310387.0,41203248.0,5785515.0,15735.0,-474562.0,122009.3875,8061060.0,0.3185,50683240.0,-3193.0,75824793.0,383075.0,383075.0,644418.0
FUM.MI,2023-06-30,TTM,EUR,,32698000.0,0.5,,,,32698000.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUM.MI,2023-12-31,12M,EUR,5115319.0,32698000.0,0.4,45674726.0,7089690.0,1974371.0,32698000.0,0.4,12980072.0,18915831.0,26005521.0,28500531.0,861114.0,861114.0,521262.0,521262.0,-1009.0,12980072.0,12980072.0,12981081.0,12980072.0,12980072.0,12981081.0,-297927.0,-297927.0,24581386.0,11958967.205,11379006.0,17121525.0,74175257.0,327528.0,345032.0,13115.0,0.0,18054717.0,45674726.0,7089690.0,22706.0,-228151.0,403030.205,5073636.0,0.283,57053732.0,-41925.0,74175257.0,1424135.0,1424135.0,215036.0
FUM.MI,2023-12-31,TTM,EUR,5115319.0,32698000.0,0.4,45674726.0,7089690.0,1974371.0,32698000.0,0.4,12980072.0,18915831.0,26005521.0,28500531.0,861114.0,861114.0,521262.0,521262.0,-1009.0,12980072.0,12980072.0,12981081.0,12980072.0,12980072.0,12981081.0,-297927.0,-297927.0,24581386.0,11958967.205,11379006.0,17121525.0,74175257.0,327528.0,345032.0,13115.0,0.0,18054717.0,45674726.0,7089690.0,22706.0,-228151.0,403030.205,5073636.0,0.283,57053732.0,-41925.0,74175257.0,1424135.0,1424135.0,215036.0
